Camera,Parameter,Mean,Std_Dev,Min,Max,Median
CAM_FRONT,x,-1.7164921760559082,0.0,-1.7164921760559082,-1.7164921760559082,-1.7164921760559082
CAM_FRONT,y,-7.525243282318115,0.0,-7.525243282318115,-7.525243282318115,-7.525243282318115
CAM_FRONT,z,143.91200256347656,0.0,143.91200256347656,143.91200256347656,143.91200256347656
CAM_FRONT,pitch,3.131330729200311,0.0,3.131330729200311,3.131330729200311,3.131330729200311
CAM_FRONT,yaw,1.5707962830825406,0.0,1.5707962830825406,1.5707962830825406,1.5707962830825406
CAM_FRONT,fov,90.0,0.0,90.0,90.0,90.0
CAM_FRONT,roll,0.0,0.0,0.0,0.0,0.0
CAM_FRONT_RIGHT,x,-1.7390727996826172,0.0,-1.7390727996826172,-1.7390727996826172,-1.7390727996826172
CAM_FRONT_RIGHT,y,-8.02907657623291,0.0,-8.02907657623291,-8.02907657623291,-8.02907657623291
CAM_FRONT_RIGHT,z,143.7708282470703,0.0,143.7708282470703,143.7708282470703,143.7708282470703
CAM_FRONT_RIGHT,pitch,-2.1367362088328905,0.0,-2.1367362088328905,-2.1367362088328905,-2.1367362088328905
CAM_FRONT_RIGHT,yaw,1.5707963033535,0.0,1.5707963033535,1.5707963033535,1.5707963033535
CAM_FRONT_RIGHT,fov,90.0,0.0,90.0,90.0,90.0
CAM_FRONT_RIGHT,roll,0.0,0.0,0.0,0.0,0.0
CAM_FRONT_LEFT,x,-1.7285394668579102,0.0,-1.7285394668579102,-1.7285394668579102,-1.7285394668579102
CAM_FRONT_LEFT,y,-7.029478549957275,0.0,-7.029478549957275,-7.029478549957275,-7.029478549957275
CAM_FRONT_LEFT,z,143.7652587890625,0.0,143.7652587890625,143.7652587890625,143.7652587890625
CAM_FRONT_LEFT,pitch,2.1757063551982245,0.0,2.1757063551982245,2.1757063551982245,2.1757063551982245
CAM_FRONT_LEFT,yaw,1.5707963019365507,0.0,1.5707963019365507,1.5707963019365507,1.5707963019365507
CAM_FRONT_LEFT,fov,90.0,0.0,90.0,90.0,90.0
CAM_FRONT_LEFT,roll,0.0,0.0,0.0,0.0,0.0
CAM_BACK,x,-1.7895216941833496,0.0,-1.7895216941833496,-1.7895216941833496,-1.7895216941833496
CAM_BACK,y,-7.5192108154296875,0.0,-7.5192108154296875,-7.5192108154296875,-7.5192108154296875
CAM_BACK,z,142.24525451660156,0.0,142.24525451660156,142.24525451660156,142.24525451660156
CAM_BACK,pitch,0.009215470298992327,0.0,0.009215470298992327,0.009215470298992327,0.009215470298992327
CAM_BACK,yaw,1.570796370507174,0.0,1.570796370507174,1.570796370507174,1.570796370507174
CAM_BACK,fov,90.0,0.0,90.0,90.0,90.0
CAM_BACK,roll,0.0,0.0,0.0,0.0,0.0
CAM_BACK_LEFT,x,-1.7836804389953613,0.0,-1.7836804389953613,-1.7836804389953613,-1.7836804389953613
CAM_BACK_LEFT,y,-7.046940326690674,0.0,-7.046940326690674,-7.046940326690674,-7.046940326690674
CAM_BACK_LEFT,z,143.238525390625,0.0,143.238525390625,143.238525390625,143.238525390625
CAM_BACK_LEFT,pitch,1.2465193275905146,0.0,1.2465193275905146,1.2465193275905146,1.2465193275905146
CAM_BACK_LEFT,yaw,1.5707963407224168,0.0,1.5707963407224168,1.5707963407224168,1.5707963407224168
CAM_BACK_LEFT,fov,90.0,0.0,90.0,90.0,90.0
CAM_BACK_LEFT,roll,0.0,0.0,0.0,0.0,0.0
CAM_BACK_RIGHT,x,-1.772087574005127,0.0,-1.772087574005127,-1.772087574005127,-1.772087574005127
CAM_BACK_RIGHT,y,-7.997201442718506,0.0,-7.997201442718506,-7.997201442718506,-7.997201442718506
CAM_BACK_RIGHT,z,143.24945068359375,0.0,143.24945068359375,143.24945068359375,143.24945068359375
CAM_BACK_RIGHT,pitch,-1.1777278221496574,0.0,-1.1777278221496574,-1.1777278221496574,-1.1777278221496574
CAM_BACK_RIGHT,yaw,1.5707963435374712,0.0,1.5707963435374712,1.5707963435374712,1.5707963435374712
CAM_BACK_RIGHT,fov,90.0,0.0,90.0,90.0,90.0
CAM_BACK_RIGHT,roll,0.0,0.0,0.0,0.0,0.0
