Camera,Parameter,Mean,Std_Dev,Min,Max,Median
CAM_FRONT,x,1.7092769876360001,0.010392937697740494,1.70079118954,1.72200568478,1.70079118954
CAM_FRONT,y,0.011469192618096003,0.0054824966832289065,0.00475453292289,0.0159456324149,0.0159456324149
CAM_FRONT,z,1.5045397510979999,0.007860275452357467,1.49491291905,1.51095763913,1.51095763913
CAM_FRONT,pitch,0.004408887080367898,0.006385768938660091,-0.0008050714246425402,0.012229824837883556,-0.0008050714246425402
CAM_FRONT,yaw,-1.5632809780310024,0.002241941561430115,-1.56511151565055,-1.5605351716016813,-1.56511151565055
CAM_FRONT,fov,64.8,0.2449489742783178,64.6,65.1,64.6
CAM_BACK_RIGHT,x,1.032707551492,0.02183653074424599,1.0148780988,1.05945173053,1.0148780988
CAM_BACK_RIGHT,y,-0.47522211124179997,0.006547618944252785,-0.480568219723,-0.46720294852,-0.480568219723
CAM_BACK_RIGHT,z,1.557640700988,0.005823356034874618,1.55050857555,1.56239545128,1.56239545128
CAM_BACK_RIGHT,pitch,-0.007275042475919644,0.004323593715966782,-0.010805241962327123,-0.0019797432463084233,-0.010805241962327123
CAM_BACK_RIGHT,yaw,-1.575928731030236,0.013637815741335161,-1.5870639609543584,-1.5592258861440522,-1.5870639609543584
CAM_BACK_RIGHT,fov,64.96,0.19595917942265703,64.8,65.2,64.8
CAM_FRONT_LEFT,x,1.5444291673700001,0.025169959679009483,1.52387798135,1.5752559464,1.52387798135
CAM_FRONT_LEFT,y,0.49698655518460005,0.002884541942507504,0.494631336551,0.500519383135,0.494631336551
CAM_FRONT_LEFT,z,1.50838106322,0.0011600271723413587,1.50696032589,1.50932822144,1.50932822144
CAM_FRONT_LEFT,pitch,0.002878762212590871,0.0009299518954539515,0.0021194596695254617,0.004017716027188986,0.0021194596695254617
CAM_FRONT_LEFT,yaw,-0.6067979502905915,0.0015406421796687574,-0.608055879362724,-0.6049110566823925,-0.608055879362724
CAM_FRONT_LEFT,fov,64.53999999999999,0.29393876913398553,64.3,64.9,64.3
CAM_FRONT_RIGHT,x,1.562838915712,0.014686113441375652,1.5508477543,1.58082565783,1.5508477543
CAM_FRONT_RIGHT,y,-0.49567436243099994,0.0027796393334816776,-0.499078711449,-0.493404796419,-0.493404796419
CAM_FRONT_RIGHT,z,1.5044462773340002,0.010653162973587465,1.49574800619,1.51749368405,1.49574800619
CAM_FRONT_RIGHT,pitch,-0.011766295111905588,0.0033199912554865265,-0.015832437375127635,-0.009055533603090892,-0.009055533603090892
CAM_FRONT_RIGHT,yaw,-1.5766788093638446,0.009511863319517833,-1.5844452132424829,-1.5650292035458875,-1.5844452132424829
CAM_FRONT_RIGHT,fov,64.88,0.09797958971132852,64.8,65.0,64.8
CAM_BACK_LEFT,x,1.0408227921800002,0.006285133483558632,1.03569100218,1.04852047718,1.03569100218
CAM_BACK_LEFT,y,0.4841002720486001,0.0008509045605685079,0.483058131052,0.484795032713,0.484795032713
CAM_BACK_LEFT,z,1.579422706844,0.014142669553961276,1.56210154484,1.59097014818,1.59097014818
CAM_BACK_LEFT,pitch,-0.001264637035285557,0.003050852429076192,-0.003755647612541315,0.0024718788305980806,-0.003755647612541315
CAM_BACK_LEFT,yaw,0.3244917907462083,0.00017605233185873597,0.3242761715556678,0.3246355368732353,0.3246355368732353
CAM_BACK_LEFT,fov,65.0,0.0,65.0,65.0,65.0
CAM_BACK,x,0.03909406286948,0.013188091885755437,0.0283260309358,0.05524611077,0.0283260309358
CAM_BACK,y,0.006386115244776,0.0035943171086907162,0.00345136761476,0.0107882366898,0.00345136761476
CAM_BACK,z,1.574639224692,0.005467551061790845,1.56794286957,1.57910346144,1.57910346144
CAM_BACK,pitch,-0.006881036141281313,0.0035282405384426565,-0.011202230645774854,-0.004000239804952285,-0.004000239804952285
CAM_BACK,yaw,-0.30779886064405976,1.5263416177198479,-1.55405157284001,1.5615802076498655,-1.55405157284001
CAM_BACK,fov,89.66,0.4409081537009748,89.3,90.2,89.3
