Camera,Parameter,Mean,Std_Dev,Min,Max,Median
CAM_BACK_RIGHT,x,1.0390594047528943,0.022017272543943353,1.0148780988,1.05945173053,1.05945173053
CAM_BACK_RIGHT,y,-0.47302748339405754,0.006984153237417572,-0.480568219723,-0.456,-0.46720294852
CAM_BACK_RIGHT,z,1.5566498046927528,0.007802855786958378,1.55050857555,1.595,1.55050857555
CAM_BACK_RIGHT,pitch,-0.006093952089494376,0.004386498479665238,-0.010805241962327123,-0.0019797432463084233,-0.0019797432463084233
CAM_BACK_RIGHT,yaw,-1.5720105393071653,0.013748999267058942,-1.5870639609543584,-1.5592258861440522,-1.5592258861440522
CAM_BACK_RIGHT,fov,65.01270588235295,0.1995959933306136,64.8,65.2,65.2
CAM_BACK,x,0.04365895519582518,0.014455640658787072,0.0283260309358,0.086,0.05524611077
CAM_BACK,y,0.007168419741461977,0.004090945821334471,-0.007,0.0107882366898,0.0107882366898
CAM_BACK,z,1.5724962385613648,0.006942757892820478,1.541,1.57910346144,1.56794286957
CAM_BACK,pitch,-0.007756331886245846,0.0037123129181252383,-0.011202230645774854,0.00017453292519944925,-0.011202230645774854
CAM_BACK,yaw,0.1575616599839808,1.550053528097903,-1.55405157284001,1.5615802076498655,1.5615802076498655
CAM_BACK,fov,89.79270588235295,0.4463904601428853,89.3,90.2,90.2
CAM_FRONT,x,1.711546582487506,0.011802830773232057,1.671,1.72200568478,1.72200568478
CAM_FRONT,y,0.00925438364241527,0.007271495720317961,-0.026,0.0159456324149,0.00475453292289
CAM_FRONT,z,1.5028675472910469,0.009083558818401245,1.49491291905,1.536,1.49491291905
CAM_FRONT,pitch,0.006239193264918828,0.006438189506593414,-0.0008050714246425402,0.012229824837883556,0.012229824837883556
CAM_FRONT,yaw,-1.5625380581618364,0.002371373124948797,-1.56511151565055,-1.557182758629341,-1.5605351716016813
CAM_FRONT,fov,64.86764705882355,0.24795705063969783,64.6,65.1,65.1
CAM_FRONT_RIGHT,x,1.5675328085130118,0.015193681454133457,1.5508477543,1.593,1.58082565783
CAM_FRONT_RIGHT,y,-0.49701484070991175,0.004899385994990413,-0.527,-0.493404796419,-0.499078711449
CAM_FRONT_RIGHT,z,1.5078454488957296,0.011011818327898429,1.49574800619,1.526,1.51749368405
CAM_FRONT_RIGHT,pitch,-0.012779727654633796,0.0033726716796657983,-0.015882496193148445,-0.009055533603090892,-0.015832437375127635
CAM_FRONT_RIGHT,yaw,-1.5736948022868893,0.009755071795518384,-1.5844452132424829,-1.560324351282931,-1.5650292035458875
CAM_FRONT_RIGHT,fov,64.90458823529411,0.10251029149110807,64.7,65.0,65.0
CAM_BACK_LEFT,x,1.042854011200353,0.006541928234088068,1.03569100218,1.055,1.04852047718
CAM_BACK_LEFT,y,0.4830985561936272,0.005707307146733084,0.441,0.484795032713,0.483058131052
CAM_BACK_LEFT,z,1.5758664294360236,0.014782489171807503,1.56210154484,1.605,1.56210154484
CAM_BACK_LEFT,pitch,-0.0005133123938877848,0.003222096302872946,-0.007679448708775055,0.0024718788305980806,0.0024718788305980806
CAM_BACK_LEFT,yaw,0.32455524300974453,0.0008706046281233568,0.3242761715556678,0.3309144261781249,0.3242761715556678
CAM_BACK_LEFT,fov,64.99823529411765,0.01316648781505772,64.9,65.0,65.0
CAM_FRONT_LEFT,x,1.5519070054468824,0.025425939856516387,1.52387798135,1.5752559464,1.5752559464
CAM_FRONT_LEFT,y,0.4973630153835918,0.0044734947383007805,0.472,0.500519383135,0.500519383135
CAM_FRONT_LEFT,z,1.5085220895456473,0.003736554553220954,1.50696032589,1.535,1.50696032589
CAM_FRONT_LEFT,pitch,0.0027526839660454226,0.0030878906527916548,-0.019198621771937582,0.004017716027188986,0.004017716027188986
CAM_FRONT_LEFT,yaw,-0.6067195899058684,0.003141893418137188,-0.6270968002415627,-0.6049110566823925,-0.6049110566823925
CAM_FRONT_LEFT,fov,64.63141176470586,0.30041403954494506,64.3,65.0,64.9
