Camera,Parameter,Statistic,File1_Value,File2_Value,Difference,File1,File2
CAM_FRONT,x,Mean,0.81154658,1.711546582487506,0.900000002487506,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,x,Std_Dev,0.0,0.011802830773232,0.011802830773232,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,x,Min,0.81154658,1.671,0.85945342,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,x,Max,0.81154658,1.72200568478,0.91045910478,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,x,Median,0.81154658,1.72200568478,0.91045910478,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,y,Mean,-0.00925438,0.0092543836424152,0.018508763642415202,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,y,Std_Dev,0.0,0.0072714957203179,0.0072714957203179,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,y,Min,-0.00925438,-0.026,-0.01674562,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,y,Max,-0.00925438,0.0159456324149,0.0252000124149,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,y,Median,-0.00925438,0.00475453292289,0.014008912922889999,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,z,Mean,1.50286755,1.5028675472910469,-2.708953061869579e-09,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,z,Std_Dev,0.0,0.0090835588184012,0.0090835588184012,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,z,Min,1.50286755,1.49491291905,-0.007954630950000041,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,z,Max,1.50286755,1.536,0.03313245000000009,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,z,Median,1.50286755,1.49491291905,-0.007954630950000041,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,pitch,Mean,-0.0021846059014136,-0.00604207372587,-0.0038574678244563997,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,pitch,Std_Dev,0.0,0.0066235309171897,0.0066235309171897,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,pitch,Min,-0.0021846059014136,-0.0122298248378836,-0.01004521893647,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,pitch,Max,-0.0021846059014136,0.0055850536063819,0.0077696595077955,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,pitch,Median,-0.0021846059014136,-0.0122298248378836,-0.01004521893647,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,yaw,Mean,4.720323669231367,-1.568546387995813,-6.28887005722718,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,yaw,Std_Dev,0.0,0.0071768999736653,0.0071768999736653,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,yaw,Min,4.720323669231367,-1.5764376921877217,-6.2967613614190885,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,yaw,Max,4.720323669231367,-1.557182758629341,-6.277506427860708,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
CAM_FRONT,yaw,Median,4.720323669231367,-1.5622368413918224,-6.282560510623189,seed4d_camera_parameters_statistics,nuscene_trainval_camera_parameters_statistics
