Camera,Parameter,Statistic,File1_Value,File2_Value,Difference,File1,File2
CAM_FRONT,x,Mean,-1.7164921760559082,0.81154658,2.528038756055908,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,x,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,x,Min,-1.7164921760559082,0.81154658,2.528038756055908,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,x,Max,-1.7164921760559082,0.81154658,2.528038756055908,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,x,Median,-1.7164921760559082,0.81154658,2.528038756055908,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,y,Mean,-7.525243282318115,-0.00925438,7.5159889023181154,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,y,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,y,Min,-7.525243282318115,-0.00925438,7.5159889023181154,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,y,Max,-7.525243282318115,-0.00925438,7.5159889023181154,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,y,Median,-7.525243282318115,-0.00925438,7.5159889023181154,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,z,Mean,143.91200256347656,1.50286755,-142.40913501347657,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,z,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,z,Min,143.91200256347656,1.50286755,-142.40913501347657,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,z,Max,143.91200256347656,1.50286755,-142.40913501347657,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,z,Median,143.91200256347656,1.50286755,-142.40913501347657,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,pitch,Mean,3.131330729200311,-0.0021846059014136,-3.1335153351017246,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,pitch,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,pitch,Min,3.131330729200311,-0.0021846059014136,-3.1335153351017246,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,pitch,Max,3.131330729200311,-0.0021846059014136,-3.1335153351017246,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,pitch,Median,3.131330729200311,-0.0021846059014136,-3.1335153351017246,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,yaw,Mean,1.5707962830825406,4.720323669231367,3.149527386148826,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,yaw,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,yaw,Min,1.5707962830825406,4.720323669231367,3.149527386148826,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,yaw,Max,1.5707962830825406,4.720323669231367,3.149527386148826,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,yaw,Median,1.5707962830825406,4.720323669231367,3.149527386148826,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,fov,Mean,90.0,90.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,fov,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,fov,Min,90.0,90.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,fov,Max,90.0,90.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,fov,Median,90.0,90.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,roll,Mean,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,roll,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,roll,Min,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,roll,Max,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT,roll,Median,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT_RIGHT,x,Mean,-1.7390727996826172,0.66753281,2.406605609682617,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT_RIGHT,x,Std_Dev,0.0,0.0,0.0,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
CAM_FRONT_RIGHT,x,Min,-1.7390727996826172,0.66753281,2.406605609682617,carla_camera_parameters_statistics,seed4d_camera_parameters_statistics
